8,15,14,19,20,
3,2,7,5,6,
12,15,13,15,18,
4,18,13,9,17,
16,8,7,14,5,
18,4,8,8,19,
9,10,11,11,2,
2,8,11,8,2,
13,1,13,16,15,
2,5,15,13,20,
12,16,17,18,14,
12,11,19,13,13,
15,3,2,7,3,
19,17,19,2,12,
13,13,14,20,2,
4,6,10,2,3,
18,9,8,7,14,
20,10,20,12,19,
14,17,18,9,15,
13,20,19,16,15,
17,16,16,4,10,
11,4,12,9,12,
10,17,4,2,10,
16,10,12,12,2,
19,1,9,9,18,
1,13,16,3,6,
15,12,4,17,17,
5,2,20,6,12,
19,4,14,13,11,
11,11,8,8,8,
17,19,17,3,13,
19,12,9,15,1,
8,2,8,6,16,
17,11,4,7,10,
17,3,1,10,4,
13,5,11,20,7,
8,18,9,12,8,
13,1,19,2,15,
1,12,14,9,16,
16,1,13,12,17,
18,18,3,7,18,
2,5,20,4,10,
13,12,16,3,16,
5,19,18,3,13,
12,13,5,1,8,
12,6,1,10,13,
17,2,1,5,14,
10,20,9,5,4,
3,19,15,9,4,
7,9,13,20,6,
17,3,19,8,5,
10,12,18,13,13,
4,8,18,4,10,
1,13,2,3,13,
19,4,16,14,9,
16,4,18,1,17,
3,3,13,10,13,
2,6,2,7,9,
14,5,13,19,1,
20,14,7,10,12,
8,5,4,6,5,
9,1,20,9,12,
4,1,10,11,20,
18,16,6,6,13,
10,15,9,17,11,
20,3,10,17,9,
1,17,6,10,14,
18,13,11,19,4,
10,5,15,2,1,
6,18,16,18,17,
3,1,3,14,15,
11,7,17,2,15,
4,11,13,8,13,
16,6,14,6,7,
15,3,9,6,18,
9,8,15,14,14,
2,16,14,17,20,
13,14,8,4,15,
6,16,2,15,14,
10,20,7,6,2,
15,5,8,2,4,
16,8,7,19,19,
6,20,11,19,10,
13,11,7,14,10,
8,15,9,3,20,
10,8,12,1,1,
20,15,6,9,15,
11,14,16,3,10,
2,20,7,1,4,
4,7,18,18,19,
13,12,14,6,17,
5,2,20,11,4,
13,15,14,9,15,
14,10,2,16,15,
9,6,15,18,20,
8,10,9,12,17,
4,11,3,13,4,
10,7,9,14,19,
2,16,12,13,14,
10,4,10,19,1,
14,7,9,9,2,
2,13,14,19,13,
20,2,3,2,8,
15,4,10,5,16,
6,13,3,19,4,
2,18,14,10,8,
13,11,13,6,20,
8,10,3,1,4,
1,3,12,9,19,
2,20,6,8,20,
18,15,13,6,5,
20,10,6,4,8,
9,9,10,17,11,
16,5,11,2,9,
15,4,8,3,2,
11,7,1,1,9,
12,7,17,8,6,
9,16,14,11,13,
10,1,14,8,19,
20,9,20,5,5,
20,12,11,2,7,
12,7,2,16,14,
16,15,7,7,4,
10,17,16,14,3,
19,4,14,10,12,
5,17,3,11,12,
20,7,4,15,10,
5,8,5,2,15,
7,18,18,20,14,
19,3,9,9,7,
12,1,10,5,8,
10,9,4,12,8,
20,20,12,18,11,
4,16,13,8,19,
18,2,5,12,16,
12,19,12,15,14,
5,8,16,5,11,
7,1,1,1,13,
19,5,17,12,12,
3,2,5,9,3,
8,5,12,17,3,
18,10,15,11,5,
19,4,11,8,19,
8,2,7,6,10,
4,12,14,18,19,
1,15,11,12,12,
10,14,9,1,12,
10,7,14,3,7,
6,12,3,8,13,
9,12,20,7,1,
16,13,16,6,12,
5,8,3,1,9,
2,9,3,3,17,
17,12,1,7,6,
16,14,2,4,9,
4,11,13,7,11,
11,15,15,2,1,
15,15,17,4,19,
17,12,6,6,16,
16,12,20,19,17,
18,7,2,17,5,
4,15,5,6,19,
18,2,2,4,9,
18,18,8,3,5,
2,16,5,6,9,
19,6,17,1,3,
9,1,17,4,11,
15,20,7,11,13,
3,1,15,20,15,
15,4,10,14,16,
11,9,14,19,16,
8,5,8,13,10,
16,6,4,4,11,
4,20,7,3,18,
10,13,11,1,11,
15,5,19,11,14,
5,18,5,18,17,
6,11,16,6,11,
16,15,17,12,3,
12,11,13,2,1,
4,1,16,16,11,
9,11,8,1,19,
8,6,18,2,12,
4,5,7,2,6,
6,11,15,19,2,
17,3,16,3,7,
11,5,9,15,3,
7,10,8,8,18,
8,15,19,11,3,
4,10,14,3,11,
5,7,3,19,19,
7,2,17,8,10,
17,7,18,12,12,
4,14,11,18,7,
19,19,13,2,6,
3,5,17,1,19,
17,12,9,7,16,
15,16,2,13,11,
11,8,9,20,3,
11,8,8,9,15,
13,14,13,17,18,
2,16,4,2,2,
16,10,12,8,16,
3,12,17,13,19,
9,13,19,11,13,
15,7,9,14,3,
17,9,4,18,20,
16,13,19,7,18,
15,5,18,15,12,
20,9,13,13,12,
14,5,2,8,2,
14,19,7,12,16,
12,18,8,9,11,
15,1,9,16,14,
18,18,8,16,13,
15,13,14,14,14,
18,15,11,15,20,
16,10,9,13,15,
3,7,4,12,20,
11,16,16,15,9,
6,9,11,5,10,
3,5,20,5,15,
1,11,16,14,13,
7,7,11,13,14,
5,16,15,1,18,
14,3,9,10,7,
16,13,4,20,12,
15,12,13,20,2,
5,20,17,20,17,
16,3,8,20,20,
3,11,2,15,8,
17,16,13,9,11,
1,4,8,3,19,
6,16,19,9,2,
7,18,19,18,14,
6,18,20,4,12,
5,15,8,4,1,
10,6,18,14,10,
9,13,5,4,17,
18,1,10,4,5,
11,4,14,14,11,
14,13,1,3,17,
20,6,6,17,4,
3,13,11,17,20,
15,12,16,4,3,
12,10,8,12,1,
17,7,16,8,17,
18,15,1,4,8,
19,10,13,12,5,
16,20,20,9,11,
4,2,19,20,11,
7,9,17,3,11,
16,7,1,13,13,
20,8,13,10,13,
2,8,5,5,17,
4,5,13,13,17,
14,3,16,11,9,
15,12,17,11,15,
4,3,12,1,12,
13,1,13,16,2,
7,9,8,17,20,
3,20,19,19,2,
14,11,19,14,11,
17,12,4,11,10,
10,10,13,2,20,
8,12,7,18,12,
20,7,10,10,2,
5,20,16,15,6,
3,6,4,19,7,
14,11,8,7,9,
20,14,14,11,1,
8,4,4,2,9,
3,18,1,10,16,
18,15,16,15,15,
6,10,17,12,12,
5,17,5,20,3,
6,19,9,5,4,
20,11,18,1,4,
11,5,5,7,9,
18,2,3,9,3,
3,12,8,2,4,
8,6,20,16,12,
8,4,6,2,7,
7,17,20,11,12,
4,18,18,3,13,
13,4,13,1,9,
18,16,7,20,11,
18,2,16,14,17,
19,5,16,8,2,
18,8,4,5,14,
8,4,16,11,6,
5,6,7,6,12,
13,17,2,6,5,
3,1,5,16,17,
10,1,5,2,16,
9,8,14,1,3,
9,2,4,17,18,
3,1,5,2,9,
15,20,14,13,14,
4,16,5,20,20,
17,13,3,17,8,
20,19,14,1,11,
12,19,2,9,6,
19,3,18,14,13,
2,9,10,6,18,
